"job_title","hiring_company","location","salary","job_url_joined","job_description"
"Physician Assistant-Ortho-Spine","NYU Langone Health","New York, NY","Estimated: $75,000 - $110,000 a year","https://www.simplyhired.com/job/wh9FXIAzsrwVZ0NzrkmE3o1KzfOJcB9_QxwDC_QsktBMPL59orxqhQ?q=data+scientist","NYU School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on Facebook, Twitter and Instagram.
Position Summary:
We have an exciting opportunity to join our team as a Physician Assistant.

In this role, the successful candidate Responsible for provision, coordination, and assurance of comprehensive medical care using soundmedical knowledge and pertinent standards of care, performance of therapeutic, corrective, andprescriptive measures on the designated inpatient or outpatient population, assume delegatoryresponsibilities assigned by supervising physician privileged as Medical Staff of NYU Medical Center.
Job Responsibilities:
Educates patient and family to facilitate and promote healthy adjustment to new or changed health patterns.
Evaluates treatment and health care plans for effectiveness and modifies per clinical standards and practice protocols.
Performs delegated clinical duties effectively and efficiently.
Practices as a member of the allied health staff according to the rules and regulations of the Medical Staff and bylaws as outlined in the delineation of privileges.
Prescribes medical equipment, devices, physical and occupational therapy, and home health services per practice protocol.
Prescribes in-patient and discharge medications according to New York State law, including controlled substances with DEA authorization.
Physical stamina, manual dexterity, visual and aural acuity to perform responsibilities.Membership in professional specialty organizations desirable.
Previously demonstrated ability to facilitate group processes and work cohesively andcollaboratively as member of the interdisciplinary team.
Evidence of excellent interpersonal skills, effective communication skills, creative problem solvingand excellent critical thinking skills.
Previous experience as a physician assistant or physician assistant fellowship experience ispreferred.
At least 2 years of clinical rotation in various medical, surgical and other specialty areas.
Coordinates implementation of clinical research studies or clinical trials, including patient screening, enrollment and data collection.
Monitors and trends the cost effectiveness of the position, particularly as it relates to the efficiency and performance indicators established for the service.
Assists in the preparation, implementation, and evaluation of research protocols when applicable.
Works collaboratively with nursing and other disciplines in the development and implementation of clinical studies within the area of expertise.
Uses evidence-based health care literature to advise and support appropriate practice changes within the designated service.
Participates in the development and monitoring of patient outcomes per established practice protocols for purposes of quality and performance improvement.
Serves as a clinical expert and resource for the education of peers and other health professionals.
Maintains PA board certification.
Maintains annual CME requirement for re-appointment and privileging.
Maintains current expertise in area of practice.
Promotes own professional growth and development in clinical role.
Functions as a respectful member of the health care team.
Participates in designated activities related to professional physician assistant practice standards.
Demonstrates knowledge of the organizations Core Values and incorporates them into the performance of responsibilities.
Facilitates patients throughput and efficient process during patients admission and discharge.
Facilitates the continuity of care across the continuum of services, e.g. home care, other facilities, appointments with MDs etc.
Provides consultation about the therapeutic regimen to the nursing staff responsible for the patients care in the hospital setting.
Works collaboratively with the attending physician to maintain timely and appropriate communication with family members, house staff, other disciplines and ancillary services.
Participates in the development and revision of interdisciplinary and hospital standards, patient and family education materials as relevant to area of practice and expertise.
Works collaboratively with the interdisciplinary team including the attending physician to develop and implement the therapeutic plan of care for a group of patients and ensure communication with family members.
Plans and organizes care to meet individual patient needs and to ensure appropriate clinical resource utilization per protocols, pathways, and other means.
Supports the mission, philosophy, standards, goals and objectives of the institution, department and clinical service.
Minimum Qualifications:
To qualify you must have a Physician Assistant Bachelor's Degree (BA-PA)
NCCPA Board Certification
ACLS, PALS, NRP Provider (Neonatal Resuscitation Program) NALS per delineation of privileges.
Required Licenses: Physician Assistant Lic-NYS, Ntl Com Cert Physician Asst
Preferred Qualifications:
Membership in pertinent professional organizations preferred.

Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU School of Medicine's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Position Summary:
Responsible for provision, coordination, and assurance of comprehensive medical care using soundmedical knowledge and pertinent standards of care, performance of therapeutic, corrective, andprescriptive measures on the designated inpatient or outpatient population, assume delegatoryresponsibilities assigned by supervising physician privileged as Medical Staff of NYU Medical Center.
Minimum Qualifications:
Physician Assistant Bachelor's Degree (BA-PA)
NCCPA Board Certification
ACLS, PALS, NRP Provider (Neonatal Resuscitation Program) NALS per delineation of privileges.
Required Licenses: Physician Assistant Lic-NYS, Ntl Com Cert Physician Asst
Preferred Qualifications:
Membership in pertinent professional organizations preferred."
"STATISTICAL ANALYST","Qualfon","South Plainfield, NJ","Estimated: $85,000 - $110,000 a yearSimply Apply","https://www.simplyhired.com/job/YIpXJtkTcWjjED6kbIjfcFBfruQx2-m_SbYA7dIzY6KSe42Bc5btqw?q=data+scientist","PositionSummary:The main responsibilities of this position are to assist in thedevelopment of customer demographic profiles, identify initial targets formarketing campaigns, build response models and provide ad-hoc reporting tosupport on-going direct marketing campaigns. The ideal candidate will be highly analytical, creative and resourceful,particularly with respect to problem solving. They must have experience with marketing programs and campaigns, performgeographic and demographic analysis, and have experience with BI tools andplatforms. The position requires the candidate to be able to communicateeffectively, both written and verbal, with internal and external clients.This role will take ownership for the execution of analyticprojects from inception to delivery. The Statistical Analyst will work with theDirector, Analytics and Data to ensure that the research plan and deliverablesmeet the customer’s needs.Responsibilities:Assist in the development of customer demographic profiles using internal and external data sources and deliver reports that describe and illustrate insights.Define criteria for list targeting and produce ad hoc lists to support direct marketing campaigns and support the development of production requirements for on-going programs.Use SQL or SAS to 1) produce selections, 2) sample data sets to produce final lists, and 3) report results back to the client.Produce pivot tables, waterfall reports and other ad-hoc analytic reports for clients or sales support as well as provide critical insights into what they mean or how to apply them.The ability to use R and Python for additional types of analysis.Use Tableau for data visualization, dashboard creation, and story creation.Have data knowledge including consumer demographics and business demographic data (ex. Acxiom, InfoGroup, Experian, Equifax, etc), household and geographic segmentation systems (ex. Mosaic, PRIZM, etc), and U.S. Census data will be used in analyses.Facilitate ongoing communication between internal stakeholders and cross-functional teams.Identify, schedule, and communicate requirements and changes in-scope during the design or execution of marketing and analytic programs or projects.Willing to go above and beyond to meet the client expectationsKnowledgeSkills and Abilities:The Statistical Analyst should have an advanced degree (MA/MS) from an accredited university in statistics, applied mathematics, quantitative methods, econometrics, geography (GIS) or urban planning or a bachelor’s degree (BA/BS) from an accredited university with 5 years of relevant experience.At least 2 years business experience in the development and application of analytical modeling of customer information and the use of regression, factor and cluster statistical techniques for segmentation, response, attrition, retention, and profitability analysis using SAS.Working knowledge SAS DATA/SAS STAT and SQL is a must.The candidate must have the ability to analyze data, identify trends and patterns, develop and deliver presentations, write reports, and work independently or as part of a team.Knowledge of and experience with household consumer and/or business demographics data (ex. Acxiom, InfoGroup, Experian, Equifax, etc), household and geographic segmentation systems (ex. Tapestry, Mosaic, PRISM, etc), and U.S. Census data is required.Requirements:US citizen or Green CardholderExcellent communication skills are required. The candidate must be able to interface with external clients, design experiments, build models, and report the results back to the client in written and oral presentations. The ability to think quickly and reply correctly when questioned by our clients’ CMO is essential.Strong customer service orientationStrong time management skills and ability to multi-taskTeam player with a positive attitudeOccasional travel to our clients’ location for short meetings is anticipatedJob Type: Full-timeExperience:household consumer and/or business demographic data: 2 years (Required)of SAS DATA/SAS STAT and SQL: 2 years (Required)In analyzing data, identifying trends and patterns: 2 years (Required)development & application of analytical modeling: 2 years (Required)Work Location:One locationSchedule:Monday to Friday"
"FGP Billing Representative","NYU Langone Health","New York, NY","Estimated: $33,000 - $47,000 a year9d","https://www.simplyhired.com/job/mXTrNzCZLz2TOkGDpl-IAJ7HUN-D-OayhVIz1yi63QTaUiVaCw25_g?q=data+scientist","NYU Langone Health is a world-class, patient-centered, integrated academic medical center, known for its excellence in clinical care, research, and education. It comprises more than 200 locations throughout the New York area, including five inpatient locations, a children's hospital, three emergency rooms and a level 1 trauma center. Also part of NYU Langone Health is the Laura and Isaac Perlmutter Cancer Center, a National Cancer Institute designated cancer center, and NYU School of Medicine, which since 1841 has trained thousands of physicians and scientists who have helped to shape the course of medical history. For more information, go to nyulangone.org, and interact with us on Facebook, Twitter, YouTube and Instagram.
Position Summary:
We have an exciting opportunity to join our team as a FGP Billing Representative.

In this role, the successful candidate analyzes,computes, bills, follows-up, corrects, and enters claim information in the billing system as assigned by management; billing; English usage, grammar, and spelling; basic math.
Job Responsibilities:
Performs billing tasks assigned by management which may include data entry, claim review, charge review, accounts receivable follow-up, or other related responsibilities.
Provides input on system edits, processes, policies, and billing procedures to ensure maximization of revenues;
Performs daily tasks in assigned workqueues and according to manager assignments;
Identifies payer and provider credentialing issues and addresses them with management;
Follows workflows provided in training classes and requests additional training as needed;
Enters account notes using standard formatting;
Review reports to identify revenue opportunities and unpaid claims;
Completes monthly action plans;
Uses payer websites, billing system and/or communicates with providers, patients, coders, or other responsible persons, to ensure the correctness and completeness of charges and claims, or to follow-up on accounts receivable to ensure that items in assigned work queue(s) are resolved within required timeframes;
Ensures that work complies with operational policies and procedures, and regulatory requirements;
Participates in workgroups and meetings;
Attends all required training classes; escalates issues to management as needed; maintains confidentiality; reads and applies policies and procedures to make appropriate decisions; works with minimal supervision; coordinates functions and works cooperatively with others; explains processes and procedures to others; performs other related duties as assigned;
Minimum Qualifications:
To qualify you must have a High School Diploma or equivalent. Experience in medical billing, A/R, insurance, or related duties; Knowledge of CPT and ICD9 utilized in medical billing; medical billing software; healthcare billing including Medicare, Medicaid, or other third party payers; terminology utilized in medical billing; English usage, grammar and spelling; basic math.
Preferred Qualifications:
Bachelor's Degree

Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU Langone Health provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU Langone Health is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU Langone Health's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Position Summary:
Analyzes,computes, bills, follows-up, corrects, and enters claim information in the billing system as assigned by management; billing; English usage, grammar, and spelling; basic math.
Minimum Qualifications:
High School Diploma. Experience in medical billing, A/R, insurance, or related duties; Knowledge of CPT and ICD9 utilized in medical billing; medical billing software; healthcare billing including Medicare, Medicaid, or other third party payers; terminology utilized in medical billing; English usage, grammar and spelling; basic math.
Preferred Qualifications:
Bachelor's Degree"
"FGP Sec I-Intake/Sched (35) - Cobble Hill","NYU Langone Health","Brooklyn, NY","Estimated: $27,000 - $36,000 a year3d","https://www.simplyhired.com/job/cEBFXN0r9gA1ViUXYFYK0APrjJEyQRGJDGvgqXkm46RYmtbAwXX6cA?q=data+scientist","NYU School of Medicine is one of the nation's top-ranked medical schools. For 175 years, NYU School of Medicine has trained thousands of physicians and scientists who have helped to shape the course of medical history and enrich the lives of countless people. An integral part of NYU Langone Health, the School of Medicine at its core is committed to improving the human condition through medical education, scientific research, and direct patient care. For more information, go to med.nyu.edu, and interact with us on Facebook, Twitter and Instagram.
Position Summary:
We have an exciting opportunity to join our team as a FGP Sec I-Intake/Sched (35).

In this role, the successful candidate will be responsible for providing basic front-desk support for clinical intake operations.
Job Responsibilities:
Provides reception assistance (i.e. greet patients, answer calls, requests for assistance are directed to proper individual, etc.) Screens telephone callers in pleasant and a professional manner; handles call; take messages or directs caller to appropriate person or area.
Schedules routine appointments and follow ups for visits and procedures that do not require/or have already been pre-authorized. Prepares the daily schedule. Refers all inquiries regarding pre-authorizations/certifications to the Medical Secretary.
Responsible for patient check-in and check-out. Gathers all patient demographic related data and materials from patients and/or their representatives. Obtains insurance information (ID card, member/group #s, etc.), verifies insurance eligibility electronically, takes their picture and asks them to use Patient Secure. On subsequent visits, asks them to verify demographic info and makes any necessary edits. Collect and ask patients to sign patient related documents including HIPAA, MSPQ, ABN, etc. Follow up with patients and/or their representatives, physician offices, etc to gather missing data and materials in order to complete the intake process, or refers to more senior level staff.
Scan all necessary documents (insurance cards, lab requisitions, etc) into the intake system.
Monitors intake work queue for timely intake completion.
Refers patients who have a question regarding insurance coverage or are in need of counsel on financial matters based on established criteria (e.g., denial of electronic insurance eligibility, ABN questions/concerns, questions regarding insurance or pay-or restrictions, making payment, multi plan determinations, any and all issues/questions/concerns relating to financial matters) to the Business Office Associate.
Maintains cooperative and professional relationships with physicians, nurses and office and clinical staff.
Types routine material such as forms and letters, envelopes, etc. Types materials neatly, accurately and according to instructions. Writes materials clearly and legibly.
Answers patient questions to ensure understanding and patient satisfaction, or refers them to more senior level staff. Maintains confidentiality on matters to which they are privileged.
Maintains and receives files for area. Maintains files in organized and up-to-date manner in order to facilitate their retrieval. Completes filing in accordance with departmental procedures. Sorts and distributes documents and forms for area section. Distributes materials according to content of communications and departmental procedures. Logs in materials with respect to time and data when applicable. Processes incoming and outgoing documents. Completes forms neatly. Secures appropriate signatures and forwards documents/forms to correct destination based on pertinent Medical Center procedures. Maintains copy for files. Faxes documents in accordance with departmental procedures.
Maintains supplies and cleanliness of space, restocks supplies as needed. Notifies supervisor of any shortage of supplies.
Performs other related duties as needed by providers and supervisors.
Minimum Qualifications:
To qualify you must have a High School Diploma. Excellent organizational, interpersonal and verbal and written communications skills and strong customer service orientation required. Basic knowledge of word processing, spreadsheet, database and Internet applications required. Light, accurate keyboarding skills required. Ability to complete multiple tasks efficiently and thrive in a team work environment.
Preferred Qualifications:
Intermediate knowledge of computer-based scheduling and appointment programs strongly preferred.

Qualified candidates must be able to effectively communicate with all levels of the organization.

NYU School of Medicine provides its staff with far more than just a place to work. Rather, we are an institution you can be proud of, an institution where you'll feel good about devoting your time and your talents.

NYU School of Medicine is an equal opportunity and affirmative action employer committed to diversity and inclusion in all aspects of recruiting and employment. All qualified individuals are encouraged to apply and will receive consideration without regard to race, color, gender, gender identity or expression, sex, sexual orientation, transgender status, gender dysphoria, national origin, age, religion, disability, military and veteran status, marital or parental status, citizenship status, genetic information or any other factor which cannot lawfully be used as a basis for an employment decision. We require applications to be completed online.
If you wish to view NYU School of Medicine's EEO policies, please click here. Please click here to view the Federal ""EEO is the law"" poster or visit https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm for more information. To view the Pay Transparency Notice, please click here.
Position Summary:
Responsible for providing basic front-desk support for clinical intake operations.
Minimum Qualifications:
High School Diploma. Excellent organizational, interpersonal and verbal and written communications skills and strong customer service orientation required. Basic knowledge of word processing, spreadsheet, database and Internet applications required. Light, accurate keyboarding skills required. Ability to complete multiple tasks efficiently and thrive in a team work environment."
"Data Scientist, Content Analytics","Spotify","New York, NY","Estimated: $120,000 - $160,000 a year","https://www.simplyhired.com/job/ibRdDF1K26P0GHD1J492VING0BMQ9pvo7HaGQYDbniphYl6stxlsXg?q=data+scientist","We are looking for an experienced Data Scientist to join our Content Analytics team.

Based in New York, you will contribute to developing impactful predictive models to estimate content consumption trends on the Spotify platform, ultimately informing billions of dollars of content spend. The output of your models will be core to our understanding of the lifetime value of content and will serve as the foundation of several strategic initiatives. Above all, you will be at the nexus of data science and business at one of the most innovative companies in the world.

In addition to possessing a strong technical background, you will be a natural communicator who is equally comfortable explaining complex statistical frameworks to both business and engineering teams. You will also have a strong preference for forecasting, time series, and asset valuation experience. Accompanying this broad set of responsibilities is exposure to many functional areas, as well as senior management, across Spotify.
What you’ll do:
Contribute to scalable solutions for forecasting content consumption, working closely with a team of peers across data engineering, data science, finance, and economics to interpret and report on model outputs.
Help identify the most impactful content consumption models and contribute to transitioning them to internal self-serve data products.
Prototype novel frameworks for anomaly detection in content consumption and contribute towards deploying them into internal production environments.
Support leadership with research on key business initiatives and challenges.
What you bring:
Degree in Computer Science/Engineering, Mathematics, Statistics, Economics, or another quantitative field.
Ability to communicate complex topics using plain (non-technical) language.
2+ years (Data Scientist; ML Eng) of relevant experience analyzing and summarizing complex data via modern SQL dialects, with model development experience using a ML package supported in Python.
Experience with iterative prototyping, scaling, and deployment across a range of machine learning model types.
Experience with large time series datasets, alongside successfully navigating data workflows with complex DAG style data processing requirements.
Demonstrable experience of any of the following is a plus: Google BigQuery Standard SQL, Scio/Beam/Dataflow, time series best practices, or general knowledge of distributed computing principles.
Comfort with navigating complex and fluid organizational structures within a dynamic and global company. To be successful, you will need to build and maintain cross-functional relationships spanning multiple teams and geographies."
"Data Scientist, Perception","Snapchat","New York, NY","Estimated: $100,000 - $140,000 a year","https://www.simplyhired.com/job/VdutENOKMmTpJSXVn1GnQgzIJNH0EpqPBaH36fh5JCa1FgmafFAR-w?q=data+scientist","We’re looking for a Data Scientist to join our Perception team at Snap Inc! This is our applied Computer Vision software team at Snap. Working from our New York, NY office, you’ll work to generate business and product insights and help Snap to built and ship the best and highest quality applied CV and ML technology on mobile.
What you’ll do:
Partner with Product Management, Product Design, and Engineering to apply your expertise in quantitative analysis to create and scale insights

Create and test hypotheses

Create visuals and dashboards to effectively report your insights

Communicate your findings and help making data-informed decisions
Minimum qualifications:
Bachelor’s degree in math, statistics, computer science, or other quantitative field

4+ years of experience in quantitative analysis & data science or a related field

Fluency in SQL or other big data querying language
Preferred qualifications:
Master or Ph.D degree in math, statistics, computer science, or other quantitative field

Strong statistical knowledge

Experience with causal inference techniques, experimental design and/or A/B testing

Experience with analytical packages such as SciPy or R

Experience with a programming language, such as Python

Experience in a product-focused role at a social media and/or mobile technology company

Excellent verbal and written communication skills, with high attention to detail

A team player who can collaborate with engineers, product managers, and other cross-functional teams

An active Snapchat user with great product sense and product understanding

Ability to initiate and drive projects to completion with minimal guidance"
"Data Scientist","SoftVision - North America & UK","New York, NY","Estimated: $110,000 - $150,000 a year","https://www.simplyhired.com/job/MetXBiN3b38oFqK9M1bJhwArpZRy4yc7taIuYQxbA0L8NPJnz7NlrA?q=data+scientist","WE ARE A TRANSFORMATIONAL PARTNER
We marry design and engineering language in ways that produce impactful and memorable experience journeys. We partner all the way to continuously improve our clients’ digital maturity. Our Studio network brings the optimal combination of skill, scale, and cost for each stage of the product development lifecycle. And to do this we need great transformational people that want to impact the projects and organizations that they work with.

We are looking for an exceptional Data Scientist to work with our cross-functional team, and join our world-class community of talented experts. Core to this need are expertise in:
Mid to Senior Level Data Scientist with 5+ years of experience in Data ScienceExperience in Banking domain is a plusExcellent communication skillsPerson should be able to lead the entire data science project fromCoding and executing the project (from model building to model testing to model deployment)Presenting regular updates to clients (including updates from exploration)Excellent in R or PythonUnderstanding of Big Data and cloud platforms like (Cloudera Hadoop or Microsoft Azure) is a plusIdeally you will also have:Undergraduate Degree in Computer Science, Physics or Mathematics (Graduate Degree always is a plus)5-10 years experience in Data Science roleAn Agile mindset with experience working in Agile environmentA spirit of collaboration and transparent communicationA natural curiosity for new scripting languages , frameworks and technologiesHigh personal code/development standards (peer testing, unit testing, documentation, etc)
We are a thriving Community of top technology talent that is globally connected. We Engage, Make, Run and Evolve the technology that makes many brands that you know and love. So let’s take this journey together. No matter where you are on your digital career roadmap, we can help you grow and have fun doing it.

Pack and move relocation available. Softvision LLC is an Equal Opportunity Employer. No 3rd Party Agency Candidates."
"Data Scientist","VROOM","New York, NY","Estimated: $110,000 - $150,000 a year","https://www.simplyhired.com/job/hTjZwuTb0HXMmp9ajmnud-lb67AJQWQpApKOsPUI8xEUV0mM6JMmqw?q=data+scientist","Vroom.com is a venture-backed, fast-growing start-up focused on revolutionizing the car buying experience. Our approach is unique in that we recondition pre-owned vehicles to a high standard, sell online, and deliver anywhere across the US. We have experienced tremendous growth in our first 5 years of operation and have become a disruptive force in the automotive industry. Vroom is an exciting, accelerating workplace, and there's no better time to join the team than right now.

Vroom.com is on a mission to transform the used car market into a modern, online and data-driven industry! We are constantly exploring new ways to improve our car pricing algorithms, to optimize our inventory and merchandising models, and to leverage data to better understand our customers. To help out, we are looking for experienced Data Scientists to join our Data Science and Analytics Team. The ideal candidates will be looking to apply their passion for data and technology to drive business-critical decisions. This is a role with high visibility into the business and with strong potential for growth within the company.
Responsibilities
Own end-to-end data workflows and develop deep domain expertise on the underlying actors and behaviors manifested through data
Implement and validate predictive models and create and maintain statistical models to optimize inventory and with a focus on the used car market pricing, vehicle attributes and demand indicators
Identify standard and novel data sources to assess consumer-related demand levels and other market indicator
Acquire, organize and leverage insights derived from that data
Collaborate with data engineers to rapidly deploy newly developed models
Develop and maintain ETL pipelines to optimize the integration and the use of all available data sources
Propose solutions and strategies to business challenges
Qualifications
Strong and demonstrated technical skills and a desire to continue to expend on those skills
A quantitative/technical/analytics education (Masters/PhD in a quantitative discipline preferred)
Contemporary data engineering / data science technical skills (e.g. SQL, R, Python) and a desire to try out the cutting edge
Experience in supply chain planning, demand modeling, inventory optimization, and/or AdTech technology and industry preferred
Proficiency in applying statistical/machine learning methods in the real world
Benefits

This full-time role offers competitive compensation; health, dental, and vision insurance through United Healthcare; a 401k plan; fully company-paid short term disability, long term disability, and life insurance; access to a healthcare concierge service with virtual visits; and 15 annualized days of paid vacation.

But our biggest benefit is being part of a low-ego, high performing team that's transforming the used car market into a modern, online and data-driven industry. We are looking for people who want to be a part of a contemporary startup culture. What gets us out of bed is working with talented people on a mission that matters.

To Apply

If you think you might be who we’re looking for, apply below with your resume and a cover letter telling us why you think you’d be a great addition to the team."
"Data Scientist","OMD","New York, NY","Estimated: $100,000 - $140,000 a year","https://www.simplyhired.com/job/XaGC30IVtaz51qd-WmSsGR6ZUUgplgxjdqPuF6l0ALy6fxiGzYUqtg?q=data+scientist",":

who we are

MOST CREATIVE MEDIA AGENCY NETWORK | 11 TIMES IN A ROW BY THE GUNN REPORT

MEDIA AGENCY NETWORK OF THE YEAR | CANNES LIONS 2017

OMD New York is a proud part of the global OMD network. We are dedicated to delivering insights that unlock demand potential, ideas that ignite consumer desire and results that accelerate business growth for our clients. We are a dynamic, creative and influential agency network that collectively combines to make OMD the most awarded agency network in the world.

At OMD, we provide our clients with powerful and innovative media strategies, along with big ideas that are driven by insights. OMD’s Marketing Science practice is at the forefront of this process, helping to uncover these insights via sophisticated and rigorous data analysis.

what this role calls for
Leverage OMD‘s multiple data assets (ad server logs, user behavior data) to build practical solutions for complex business problems.
Utilize unsupervised and supervised ML algorithms for descriptive and predictive marketing applications
Continuously evolve our algorithmic approach to audience, media, price optimization in programmatic channels using industry research and cutting-edge technologies
Implement scalable analytical workflows on distributed computing architectures (e.g. Spark, Redshift, BigQuery)
Build tools for repeatable data processing, visualization and analysis
Grasp complex client issues and demonstrate ability to solve their challenges with a consultative approach
Collaborate with Engineering, Product and Marketing Sciences teams.

what you bring
Advanced (Masters or higher) degree in quantitative discipline.
4+ years of industry experience.
Hands-on experience in implementing ML techniques for segmentation, predictive modeling, association rules, state transitions and other applications.
Proficient in standard SQL (experience with complex data types viz. arrays, json, nested columns a plus)
Proficient in R and/or python (including pandas, numpy, sklearn, matplotlib) executed via command line in a li/unix system or in an IDE.
Experience with cloud environments (AWS, GCP) preferred.
Experience optimizing processes on distributed architectures e.g. Redshift, Spark, BigQuery.
Experience with deep learning frameworks such as Tensorflow, Keras a plus.
Strong written & oral communication skills.
Comfortable in a rapidly changing environment.
Experienced in client-facing roles.

OMD is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class."
"Data Scientist Sensor Fusion","Cohen Veterans Bioscience","New York, NY","Estimated: $99,000 - $140,000 a yearSimply Apply","https://www.simplyhired.com/job/B6WCxY2-iH1bMxsktcsCbmVk0gBzf9YDKxdW4RNLQTwcwOYWmG48jg?q=data+scientist","Data Scientist, Sensor Fusion

The Early Signal EaSi team at Cohen Veterans Bioscience CVB develops analytical systems and machine learning pipelines focused on time series data streams from wearable and/or biometrically-oriented devices and sensors. Such devices capture a range of biophysical information that can be mined and explored to better understand how to monitor and forecast various emotional, disease, and cognitive states with focus on brain health.

We are looking for a sensor/signal-oriented data scientist to help implement novel and creative solutions in health care using cutting edge tools and algorithms. We are especially interested in applicants who have prior experience working with sensor data accelerometer, gyroscope, magnetometer, imaging, EEG, PPG, etc to discover patterns and build predictive models using techniques from a variety of disciplines, such as digital signal processing, machine learning, and causal modeling.

Responsibilities

Collaborate with a team of data scientists, researchers, and clinicians to provide solutions for analyzing data from home sensors, wearable devices, and clinical instruments.
Develop, implement, and optimize algorithms for sensor fusion and predictive modeling, leveraging techniques from time series analysis, digital signal processing, machine learning, and deep learning
Strategize and develop data ingestion pipelines and processes.
Contribute to study design and data collection strategies.
Conduct research and support software development projects.
Stay up to date with relevant research and technologies.
Participate as needed in PoC studies including testing of devices to assess their comfort, ease of use, data quality, and suitability for the organization's purposes.
Qualification

Master's or a higher science degree in Electrical Engineering, Applied Physics, Applied Mathematics, Statistics, Machine Learning, or any other related quantitative field. Equivalent working experience is also acceptable for the position.
In-depth knowledge of deep/machine learning and digital signal processing methods for time series, forecasting, and predictive modeling applications
A minimum of 2 years' experience developing data-driven software products, predictive models, and research in the context of healthcare, medical data capture, wearable technology, telehealth, robotics, or other relevant disciplines e.g., weather forecasting, remote sensing, etc.
Experience working with, creating, and curating large data sets stemming from a variety of sources
Ability to work in multidisciplinary teams and multitask environment.
Proficiency in Python preferred or R; Experience with other analytical tools and programming languages.
About CVB

Cohen Veterans Bioscience is a national, nonpartisan research 501c3 organization dedicated to fast-tracking the development of diagnostic tests and personalized therapeutics for the millions of veterans and civilians who suffer the devastating effects of trauma-related and other brain disorders.

To Apply

We offer a highly competitive salary commensurate with experience and a full benefit package.

Please visit https://cohenveteransbioscience.applicantpro.com to apply. Please include resume, cover letter, and salary requirements.

CVB is an Equal Opportunity Employer"
